アカウント,投稿日時,投稿種別,いいね数,コメント数,投稿文
kitchenkitchen_official,2023/06/30 09:00,フィード,114,0,".
 
゜+.―――――
　テーブルウェアとかごものフェア
　　　　　　開催のご案内！
　　　　　　　　　　　―――――.+゜
 
”テーブルウェアとかごものフェア”では
日ごろの感謝の気持ちを込めた
「特別な商品」を「特別な価格」でご用意しました。
 
 
8月1日(火)スタートの第2弾は…
 
＼　\\　　　　　　　　　//　／
　 素敵な夏のテーブルウェア
／　//　　　　　　　　　\\　＼
 
 
夏の食卓がパッと明るくなるような
手書き風の果実や植物をキャッチーに描いた
”レコルトシリーズ”のプレートや、
大人気”Lien(リアン)シリーズ”から
このフェア限定で特別にご用意した新色が登場！
 
新色はナニイロ？？
ヒント ➡➡ 7月30日の投稿画像内容をチェック！
 
 
みなさまの新色予想を
コメントで教えていただけると嬉しいです✧˖°
 
 
第2弾イベント期間は
2023年8月1日(火)～8月21日(月)！！
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
 
ご用意しました特別な商品は
期間限定・数量限定ですのでお見逃しのなく！
 
※Lien(リアン)の新色は明日7月1日に発表！お楽しみに♪*
 
 
꒰ 第2弾ランナップ ꒱
*ラウンドプレート レコルト L (ネイビー)
(W24×D24×H3cm)
550yen(税込)

*ラウンドプレート レコルト M (ネイビー)
(W21×D21×H2cm)
330yen(税込)

*Lien プレート (新色登場！)
(φ22×H1.5cm)
330yen(税込)

*Lien カフェプレート (新色登場！)
(φ17×H1.5cm)
330yen(税込)

*タグ付きラミネートランチマット チェック
(ブルー) (W45×H30cm)
330yen(税込)

*足付きグラス ストライプエンボス (ブルー)
(φ8×H14cm)
330yen(税込)

*足付きグラス ストライプエンボス (グレー)
(φ8×H14cm)
330yen(税込)
 
 
⚠️第1弾販売開始日：2023年7月14日(金)～
　  第2弾販売開始日：2023年8月1日(火)～
⚠️ご予約は承っておりません
⚠️記載の限定数は「1店舗あたり」の数量です
 
＊＊オンラインショップでの販売について＊＊
多くのお客様にお買い上げいただけるよう
オンラインショップでも販売いたします。
ぜひご利用くださいませ。
【販売開始日】
第1弾：7月18日(火) 10時開始予定
第2弾：8月1日(火) 10時開始予定
※第1弾は店舗販売開始日とは異なりますので
　ご注意くださいませ。
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
 
 
#kitchenkitchen
#キッチンキッチン
#ケーバイケーバイキッチンキッチン

【店舗案内】
▶︎東京都
#ルミネ立川 7F
#アトレ吉祥寺 B1F
▶︎神奈川県
#ジョイナス 1F
▶︎大阪府
#阪急三番街 B2F
#あべのキューズモール B1F
▶︎愛知県
#タカシマヤゲートタワー

⚠️時間短縮営業を行っている店舗がございますので、
ご来店の際には各商業施設のホームページ情報を
ご確認くださいませ。

#テーブルウェアとかごものフェア #素敵な夏のテーブルウェア #サマーフェア #キッチンキッチンのサマーフェア #Lien #Lienシリーズ #リアンシリーズ #足付きグラス #ランチマット #暮らしを楽しむ"
anelastone,2023/06/30 07:40,フィード,55,0,"今1番人気のwavering6種は、ピアスとイヤリングのご用意がございます。
お好きなお色はお早めに💕
ぜひブースに遊びに来てくださいね〜✨

明日より梅田と姫路の「charmtity bykaede×horai1206」さんにも置かせていただきます。
お楽しみに〜🏝️

【出展情報】
・ヨコハマハンドメイドマルシェ
日時: 2023年7月1日(土)・2日(日) 11:00〜18:00
場所:パシフィコ横浜
ブース:M-95,96
入場料: 前売券1,000円/当日券1,200円

・OCEAN PEOPLES
日時: 2023年7月8日(土)・9日(日) 11:00〜20:00
場所:代々木公園イベント広場

・ハンドメイドインジャパンフェス2023
日時: 2023年7月22日(土)・23日(日) 11:00〜19:00
場所: 東京ビッグサイト西1・2ホール
ブース:P-424
入場料: 前売1,300円/当日1,500円

★委託先★
・7/1〜7/31
charmtity bykaede×horai1206
阪急三番街北館1F(大阪梅田)

・7/1〜7/31
charmtity bykaede×horai1206
ピオレ1号館2F(姫路)

・きんとと家(常設)※和柄中心
京都市東山区清水四丁目150-2

🏝〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰︎
seaplus2021 
海の作家の集まり
〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰︎〰

#ヨコハマハンドメイドマルシェ #阪急三番街 #ピオレ姫路 #海アクセサリー  #夏アクセサリー #ビーチスタイルアクセサリー #beachgirl #beachstyle #海アクセサリー #ハンドメイドアクセサリー #surfgirl  #海アート #アルコールインクアート #ハワイ #hawaii #海のアクセサリー #川崎 #波アート #波のインテリア #アートを飾る #アートを楽しむ #アートを日常に #アネラストーン #anelastone"
0424ozaki,2023/06/30 06:12,フィード,31,0,"麺や マルショウ 梅田EST店

2023年61杯目

・台湾まぜそば

-----------------------------------
住所: 大阪府大阪市北区角田町3-25 ESTフードホール
-----------------------------------

#麺やマルショウ梅田est店 
#麺やマルショウ 
#大阪市 #北区 #角田町 #梅田est 
#阪急電車 #大阪梅田駅 
#梅田ラーメン #梅田らーめん 
#台湾まぜそば #梅田estフードホール 
#阪急三番街 #かっぱ横丁 
#nu茶屋町 #茶屋町あるこ #阪急mens 
#ラーメン男子
#ラーメン好きな人と繋がりたい 
#ラーメン大好き
#大阪ラーメン #大阪らーめん 
#関西ラーメン #関西らーめん 
#ラーメン #ramen 
#らーめん #拉麺"
gorimaro,2023/07/01 00:44,フィード,4,0,"約20年ぶり？くらいにタンを食べまくらせていただいた😋
タン刺し、タンのたたきは圧巻❗️
満腹か〜ら〜の〜インディアンカレー…
私には辛すぎて残してしもた😭
ご馳走様でした‼️
しかし梅田はにぎやか♩
#たんやべろ
#牛タン
#タン刺し
#タン角煮
#タンスモーク
#食べまくり
#インディアンカレー
#辛い
#梅田スカイビル
#阪急三番街
#カレー"
_shokunokiroku_,2023/06/30 22:05,フィード,41,0,"❖
#大阪 #梅田 #阪急三番街 
#大阪グルメ #梅田グルメ #三番街グルメ 
#大阪ランチ #梅田ランチ #三番街ランチ
#大阪居酒屋 #梅田居酒屋 
#和食 #串焼き  #雲仙 #串焼き雲仙
おすすめコースを食べログ予約でお酒一杯無料。
安定に美味しかったです。
お店はここ⏩️ unzen_3bangai
☁️#shoku梅田"
smile_o.s,2023/06/30 21:51,フィード,10,0,"「今日もお疲れ様でした♥.♥　」

大好きな韓国料理を食べに行きました💓

阪急三番街のフードホールにある韓国料理！
チーズスンドゥブセット！
セットは1000円でご飯や卵などついてくる✌️

辛さ心配だったけど全然辛くなかった！
チーズ入りなら2辛とかにしてもよかったかも🤔
熱々で出てくるから卵入れて少し火をとおらして食べた✌️
スンドゥブ久しぶりに食べたら美味しすぎ！
ハマりそう笑

三番街のフードホールは色々あるし、ゆっくりできるから大好き🫶🏻

#大阪#大阪グルメ #大阪カフェ #大阪カフェ巡り #梅田#梅田ランチ #梅田カフェ #梅田グルメ #梅田カフェ巡り #阪急三番街#三番街フードホール #阪急三番街グルメ #韓国料理#スンドゥブ#韓国好きな人と繋がりたい #カフェ巡り #カフェ好きな人と繋がりたい #グルメ好きな人と繋がりたい #instagram #instagood #instafood #大阪ランチ"
ichikoichie_incense,2023/06/30 20:38,フィード,44,0,".
オリエンタルでスモーキーな奥深い香り。

パチョリは「かっ香」という名で、生薬として景気当たりの改善や心を鎮める作用が期待されてきました。

夏の疲れた身体にも、火を灯すごとに感じられるフレッシュハーブのスパイシーな爽やかさを。

incense/limited
PATCHOULI
¥2,200

#incense #incensesticks #natural
#essential #premium #time
#fashion #design #beauty #things
#natural #mind #one #ichikoichie
#お香 #お香専門店 #香 #フレグランス #香り
#ルームフレグランス #インセンス #お香のある暮らし
#玉初堂 #阪急三番街 #一香一会"
little_my78,2023/06/30 20:26,フィード,6,0,"#主食は甘いもの
📍阪急三番街北館B2F
〝Yorkys Creperieﾖｰｷｰｽﾞｸﾚｰﾌﾟﾘｰ〟

クリームブリュレ880yen
  中に…まさかのアイス🍨と、ブルーベリー🫐が入っててビックリ🙌💙
　今日はブリュレが食べたい日でした

また🍓の時期に来たい🙋‍♀️
めっちゃ可愛いんよなインスタ見たら

👛電子マネー可
😋イートインスペース有

#yorkyscreperie 
#ヨーキーズクレープリー 
#阪急三番街グルメ 
#阪急三番街
#毎日甘いもの食べたい
#幸#デブ
#大阪クレープ
#お店紹介
#勝手にお店紹介
#クリームブリュレ"
minachan__1010,2023/06/30 19:39,フィード,23,0,"lunch♥

#阪急三番街 #阪急三番街グルメ #阪急三番街本みやけ #大阪グルメ #梅田グルメ #大阪ランチ #梅田ランチ #本みやけ #大阪ステーキ重 #梅田ステーキ重 #肉料理 #gariguette #ガリゲット #ガリゲット大阪 #うめきたひろば #うめきた広場 #大阪カフェ #梅田カフェ #osakacafe #ミルフィーユ #ミルフィーユ専門店 #大阪スイーツ #梅田スイーツ #スタバ #スターバックス #スターバックスコーヒー #食べスタグラム #食べスタグルメ #美味しいもの大好き♥️"
olive.ama.itami,2023/06/30 19:20,リール,24,0,茶青花　阪急三番街店　#ケーキ #スイーツ #食レポ #豆乳ソフトサンデー　#デザート #茶青花　#阪急三番街　#おりーぶせらぴー #スタッフおススメ #ojouブログ
slovnenya,2023/06/30 17:48,フィード,10,0,"7/1(SAT)〜23(SUN)まで
3店舗(くずは・京橋・梅田)で
『インスタ見た！』とスタッフに言っていただいたお客様限定で
SALE 2BUY 10%OFFイベント開始いたします☆

※除外アイテムもございます。

2点以上お買い上げでセール価格よりさらに10%オフ☆詳しくはスタッフに♪

この機会にぜひあそびに来てくださいね♬

くずは本店
京橋京阪モール店
うめだ阪急三番街店
の3店舗で絶賛販売中❤️

#スロヴネンヤ
#スロヴネンヤドゥセー
#SLOVNENYA
#SLOVNENYAdeux
#paulinebleu
#eimeelaw
#PRIORITY
#dollupoops
#tranoi
#dignitecollier
#Margaux
#デザイン性
#オーバーサイズ
#韓国ファッション 
#ものとーんコーデ 
#町楠葉
#黒　
#京阪モール
#アシンメトリー
#韓国
#オシャレ
#セレクトショップ
#ファッション
#アパレル
#シアー
#梅田
#阪急三番街
#かっこいい女性 
#トレンド
#フェミニン"
machida_soysauce.miso,2023/06/30 17:21,リール,27,0,"#町田醤油味噌醸造場 #大阪販売会 
#7week #阪急三番街 #akomeyatokyo高島屋大阪 
#大丸梅田店 #唐辛子醤油 #辛味噌 #鬼胡椒 
#ごはんが恋しい越後あじもろみ 
#上越ケーブルビジョン #新潟県 #上越市 #妙高市"
macho_gourmet,2023/06/30 17:00,リール,154,2,"📍うどん兎麦（うむぎ）/梅田
⁡
雨の日もお店探しに困らない阪急三番街！
うどんを食べるなら「兎麦」さんがおすすめ♪
⁡
■いただいたメニュー
✅えび野菜天ぶっかけ　960円　
⁡
■感想
いつもはちく玉天ぶっかけを食べるので
別メニューを注文。
海老、オクラ、サツマイモ、かぼちゃ、
舞茸の豪華な揚げたて天ぷらは
サクサクで美味いー！🤤
麺は讃岐系のもっちり弾力がある
気持ち柔らかめの麺。
⁡
カレー系のメニューも美味しそうで、旦那は
✅濃厚つけカレー　920円
を美味い美味い言いながら食べてました😆
⁡
割と回転が早いので、
並んでても待ち時間は少なめです。
ランチにうどん探してる方、ぜひ行ってみてねー！
⁡
👇うどんの投稿👇
#まっちょすうどん
⁡
👇梅田の投稿👇
#まっちょす梅田
⁡
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
うどん兎麦（うむぎ）
📍大阪府大阪市北区芝田１丁目１−３ 阪急三番街 南館B2
⏰11:00~22:00　
※詳しくは各グルメサイトをCheck！
定休日：不定休（三番街の休館日に準ずると思います）
💰￥1,000～￥1,999
阪急梅田駅直結　阪急三番街地下2階
大阪梅田駅（阪急）から117m
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
■□━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
平日はOL、週末はグルメ巡り😋
関西・大阪メインに美味しいグルメをいただきます🙏
【まっちょすのグルメ備忘録】
macho_gourmet
⁡
PRのご依頼はDMまで💌
■□━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
⁡
#うどん兎麦
⁡
#大阪グルメ
#大阪ランチ
#梅田グルメ
#梅田ランチ
#梅田うどん
#大阪うどん
#兎麦
#カレーうどん
#阪急三番街
#大阪うどん部
#讃岐うどん
#udon
#麺スタグラム
#グルメ好きな人と繋がりたい
#関西グルメ
#大阪デート
#梅田デート
#関西デート
#関西おでかけ
#飯テロ
#まっちょすグルメ
#osakagourmet
#followme"
